Site ID,Site Name,Latitude,Longitude,Elevation,Remarks,Agency Landowner,Aspect,Created Date,Area Name,Group Name,State,Status,Slope
"337","D10 - Jones Hill Upper","39.02861111111111","-106.04194444444444","9900","Located 2 miles SW of Jones Hill RAWS, 1 mile above/west of Long Park, and about 4 miles from US 285 on FR 431.  This is a strong north facing slope of pure lodgepole.  E. Spruce could be collected further west as desired.","USFS - US Forest Service","N","2008-06-03T05:00Z","Rocky Mountain","PSICC","Colorado","Active","25"
"338","D10 - Lost Park","39.31194444444444","-105.55083333333333","10400","Located approximately 12 miles SE of Kenosha RAWS, in Lost Park, .25 mile up FR 134 off the Lost Park FR 56.  Subalpine vegetation.","USFS - US Forest Service","SW","2008-07-09T05:00Z","Rocky Mountain","PSICC","Colorado","Active","20"
"339","D10 - Michigan Creek","39.42583333333333","-105.88916666666667","10500","Located up FR 870, which comes off the main Michigan Creek Road, FR/CR 54; located approximately 7 miles west of Kenosha Pass/Kenosha Pass RAWS.  Subalpine vegetation consisting of primarily lodgepole pine with limited understory/fuel loading, and E. Spruce, with similiar characteristics.","USFS - US Forest Service","S","2008-06-03T05:00Z","Rocky Mountain","PSICC","Colorado","Active","20"
"358","Daves Hollow","37.6725","-112.20722222222223","7763","","S&PF - State and Private Forestry","N","2014-06-19T05:00Z","Great Basin","Dixie NF","Utah","Active","5"
"359","Davewood","38.305","-107.96388888888889","8000","Up Dave Wood Road just onto Forest, in plantation on the right.","USFS - US Forest Service","NE","2008-07-22T05:00Z","Rocky Mountain","GMUG NF","Colorado","Active","5"
"340","D10 - Puma Hills","39.13972222222222","-105.6","10200","School Marm Area (FR 237/237A) off the Turn Gulch Rd (Cty Rd/FR 23).  Upper montane/lower subalpine mixed conifer vegetation on west slope of west side of the Puma Hills Mtn. Range, about 8 mile NW of Wilkerson Pass.  Closest RAWS is Lake George, which is 2200' lower in elevation and east of Wilkerson Pass.  Vegetation is approximately E. Spruce 50%, Bristlecone/Limber Pine 40%, and Lodgepole Pine 10%.","USFS - US Forest Service","W","2008-06-03T05:00Z","Rocky Mountain","PSICC","Colorado","Active","30"
"440","FBP Weather Station","32.146388888888886","-109.43527777777778","4943","","NPS - National Park Service","E","2007-04-17T05:00Z","Southwest","NPS - Fort Bowie Nat. Hist. Park","Arizona","Active","4"
"2199","BOULDER QD1","40.2198","-105.3314","6698","Boulder County Portable RAWS w/fuel sampling","S&PF - State and Private Forestry","null","2025-04-15T06:00Z","Rocky Mountain","Boulder Cooperators","Colorado","Active","null"
"2266","Spring Creek Trailhead","39.6251","-106.9146","6672","","BLM - Bureau of Land Management","null","2025-05-04T06:00Z","Rocky Mountain","Eagle Valley Wildland","Colorado","Active","null"
"341","D10 - Sledgehammer North","38.91861111111111","-105.39666666666668","8700","Located approximately 5 miles SW of Lake George and Lake George RAWS, near the Wagon Tongue subdivision.  This is a new site to relect the N and E slope components with different fuel moistures, as a result of the new data base setup.  Vegetation consists of Douglas fir, shortneedled litter & duff on N & E slopes, with ponderosa and long needled litter & duff on S&W slopes (entered in original site).   All sites labeled 1 hour dead on South Park Ranger District, are actually litter moistures.","USFS - US Forest Service","W","2009-07-05T05:00Z","Rocky Mountain","PSICC","Colorado","Active","20"
"342","D10 - Tarryall","39.159166666666664","-105.50944444444444","8874","Located at the end of FSR 266 which comes off PCR 77 approx. 20 miles northwest of Lake George. Nearest RAWS is Lake George - LKGC2 which is 12 miles to the southeast. The site is mixed conifer with Ponderosa Pine, Limber Pine, and Engelmann Spruce.","USFS - US Forest Service","S","2018-02-03T06:00Z","Rocky Mountain","PSICC","Colorado","Active","15"
"343","D10_Dicks Peak","38.818333333333335","-105.64972222222222","9712","Site is located on FR 260, approximately 50 feet West of road.  Fire is on edge of Doug Fir stand killed by insects 2019 and 2020, and small aspen stand.","USFS - US Forest Service","E","2020-06-17T05:00Z","Rocky Mountain","PSICC","Colorado","Active","5"
"345","D11_Miller_Gulch","39.37388888888889","-105.33999999999999","7850","","USFS - US Forest Service","NE","2008-06-05T05:00Z","Rocky Mountain","PSICC","Colorado","Active","5"
"346","D11_Spring_Creek","39.33888888888889","-105.24527777777777","7789","","USFS - US Forest Service","SE","2008-06-16T05:00Z","Rocky Mountain","PSICC","Colorado","Active","0"
"348","D11_Waterton","39.45055555555556","-105.11666666666666","5807","","USFS - US Forest Service","SW","2008-06-05T05:00Z","Rocky Mountain","PSICC","Colorado","Active","23"
"350","D9 Gold Camp","38.72694444444445","-105.0075","9800","","USFS - US Forest Service","NE","2008-06-21T05:00Z","Rocky Mountain","PSICC","Colorado","Active","15"
"351","D9 Lower Rampart","38.727222222222224","-105.00722222222223","8024","","USFS - US Forest Service","SE","2008-06-21T05:00Z","Rocky Mountain","PSICC","Colorado","Active","40"
"352","D9 Mt. Herman","39.07138888888889","-104.9175","7780","","USFS - US Forest Service","SE","2008-06-14T05:00Z","Rocky Mountain","PSICC","Colorado","Active","30"
"353","D9 North Divide","41.765277777777776","-106.08722222222222","8923","","USFS - US Forest Service","SW","2008-06-14T05:00Z","Rocky Mountain","PSICC","Colorado","Active","10"
"355","D9 Trout Creek","39.108333333333334","-105.10527777777777","7749","","USFS - US Forest Service","NE","2008-06-14T05:00Z","Rocky Mountain","PSICC","Colorado","Active","5"
"356","Dad","41.38333333333333","-107.73277777777778","7245","","BLM - Bureau of Land Management","E","2008-08-04T05:00Z","Rocky Mountain","Wyoming High Desert District","Wyoming","Active","5"
"362","Dead Indian Creek","44.75388888888889","-109.41305555555556","6070","","USFS - US Forest Service","SW","2016-12-01T06:00Z","Rocky Mountain","Shoshone NF","Wyoming","Active","5"
"364","Deep Creek","46.344722222222224","-111.15222222222222","5180","TOWNSEND RD","USFS - US Forest Service","S","2012-01-24T06:00Z","Northern Rockies","Helena - Lewis and Clark National Forest","Montana","Inactive","0"
"372","Demaree","39.45666666666667","-108.78888888888889","6100","","BLM - Bureau of Land Management","N","2009-06-23T05:00Z","Rocky Mountain","Grand Junction Field Office","Colorado","Active","100"
"378","Desert Mountain","48.388333333333335","-113.96416666666667","4458","Sampling 1000 hr and Mtn. Maple leaves","USFS - US Forest Service","N","2015-06-10T05:00Z","Northern Rockies","Flathead NF","Montana","Active","40"
"379","Dewey","43.47916666666667","-104.00305555555556","3665","","S&PF - State and Private Forestry","S","2019-08-21T05:00Z","Rocky Mountain","State Of South Dakota","South Dakota","Active","20"
"380","Diamond","40.4","-109.15","7720","","BLM - Bureau of Land Management","","2006-01-01T06:00Z","Great Basin","Vernal Field Office","Utah","Active","0"
"401","East Fork Timber Creek","47.415","-115.4063888888889","3680","","USFS - US Forest Service","SW","2013-07-11T05:00Z","Northern Rockies","Lolo National Forest","Montana","Active","30"
"383","Dolores Rim","37.799166666666665","-108.79305555555555","7925","","BLM - Bureau of Land Management","S","2012-05-03T05:00Z","Rocky Mountain","San Juan NF","Colorado","Active","10"
"384","Donnelly Gulch","45.42055555555555","-114.01805555555555","4210","","N/A","","2015-07-09T05:00Z","Great Basin","Salmon-Challis NF","Idaho","Active","0"
"385","Double Springs","44.158055555555556","-113.87388888888889","6778","","BLM - Bureau of Land Management","SW","2015-02-06T06:00Z","Great Basin","Idaho Falls District","Idaho","Active","5"
"387","Dragon Road","39.915","-108.88777777777779","6300","Site is at the Dragon Road RAWS.","BLM - Bureau of Land Management","E","2008-06-24T05:00Z","Rocky Mountain","White River Field Office","Colorado","Active","5"
"389","Dry Creek","44.31888888888889","-108.8963888888889","5520","","BLM - Bureau of Land Management","","2020-06-01T05:00Z","Rocky Mountain","Wind River-Bighorn Basin District","Wyoming","Active","0"
"390","Dry Fork","47.098333333333336","-110.83416666666666","4500","BELT CREEK WHITE SULPHUR SPRINGS RD - Porphyry RAWS is situated approximately 4000 ft higher than this collection site with a different NFDRS fuel model","USFS - US Forest Service","SW","2017-07-08T05:00Z","Northern Rockies","Helena - Lewis and Clark National Forest","Montana","Active","20"
"391","Dry Fork","40.62444444444444","-109.80101111111111","7930","","USFS - US Forest Service","S","2007-08-30T05:00Z","Great Basin","Ashley NF","Utah","Active","8"
"392","Dry Lake","40.53472222222222","-106.78361111111111","8416","","USFS - US Forest Service","S","2012-06-22T05:00Z","Rocky Mountain","Medicine Bow-Routt NF","Colorado","Active","0"
"393","Dubois","44.066944444444445","-112.23388888888888","4901","Live fuel moisture data will be collected every two weeks. Annual Fine Fuel Load (tons per acre) 2014: 0.34; 2015: 0.36; 2016: 0.36; 2017: 0.57; 2018: 0.62; 2019: 0.45; 2020: 0.47; 2021: 0.58; 2022: 0.41; 2023: 0.70; 2024: 0.67 (10-yr Avg.: 0.52).","BLM - Bureau of Land Management","S","2006-01-01T06:00Z","Great Basin","Idaho Falls District","Idaho","Active","5"
"395","Dunckley Pass","40.20027777777778","-107.09527777777777","9800","","USFS - US Forest Service","E","2012-06-17T05:00Z","Rocky Mountain","Medicine Bow-Routt NF","Colorado","Active","10"
"400","East Creek","37.595","-112.2088888888889","7954","","NPS - National Park Service","S","2007-07-12T05:00Z","Great Basin","Southern Utah NPS","Utah","Active","0"
"403","East Park","40.78111111111111","-109.55333333333333","9040","","USFS - US Forest Service","E","2007-08-30T05:00Z","Great Basin","Ashley NF","Utah","Active","3"
"404","East Piceance","39.73166666666667","-107.93361111111112","6434","","BLM - Bureau of Land Management","S","2011-08-04T05:00Z","Rocky Mountain","Glenwood Springs Field Office","Colorado","Active","15"
"410","Elbow South","47.39694444444444","-113.74333333333334","5285","","USFS - US Forest Service","E","2009-08-14T05:00Z","Northern Rockies","Flathead NF","Montana","Active","20"
"414","Elk Park","40.85055555555556","-109.71416666666667","8080","","USFS - US Forest Service","","2007-08-30T05:00Z","Great Basin","Ashley NF","Utah","Active","0"
"416","ELko","47.9225","-112.7575","5499","ROCKY MTN RD","USFS - US Forest Service","SW","2009-07-21T05:00Z","Northern Rockies","Helena - Lewis and Clark National Forest","Montana","Active","25"
"215","City Creek","34.1883","-117.1778","2737","","USFS - US Forest Service","","2022-08-29T05:00Z","Southern California","San Bernardino NF","California","Active","0"
"635","Katy Creek","36.17305555555555","-82.5261111111111","1540","","USFS - US Forest Service","NW","2017-06-02T05:00Z","Southern","TN Cherokee N Zone","Tennessee","Active","5"
"548","Hayfork Compound","40.549166666666665","-123.16583333333334","2323","","USFS - US Forest Service","","2010-08-25T05:00Z","Northern California","Shasta-Trinity NF","California","Active","0"
"420","Emerald Mnt.","40.47805555555556","-106.83666666666666","7022","","S&PF - State and Private Forestry","SW","2021-08-20T05:00Z","Rocky Mountain","Yampa River Region - DFPC","Colorado","Active","20"
"421","Emery Creek","48.340833333333336","-113.93944444444445","3682","Sampling 1000 hr fuel moisture and LP needles","USFS - US Forest Service","S","2015-06-10T05:00Z","Northern Rockies","Flathead NF","Montana","Active","10"
"423","EMP ELMA Fire Cache","34.99166666666667","-108.03833333333333","7500","","NPS - National Park Service","SW","2007-04-23T05:00Z","Southwest","NPS - El Malpais Nat. Mon.","New Mexico","Active","2"
"424","Engineer","39.534166666666664","-107.80055555555555","9100","","USFS - US Forest Service","","2011-07-16T05:00Z","Rocky Mountain","San Juan NF","Colorado","Active","25"
"425","English Village","40.2425","-112.76944444444445","5075","","DOD - Department of Defense","W","2015-04-27T05:00Z","Great Basin","Salt Lake Field Office","Utah","Active","0"
"426","Enterprise","37.54722222222222","-113.7175","5430","","S&PF - State and Private Forestry","S","2008-07-15T05:00Z","Great Basin","Dixie NF","Utah","Active","0"
"427","Esterbrook","42.41583333333333","-105.35944444444443","6667","Fuel Moisture will be measured by: Computrac MAX 4000 moisture analyzer and a traditional fuel moisture oven","USFS - US Forest Service","W","2012-05-23T05:00Z","Rocky Mountain","Medicine Bow-Routt NF","Wyoming","Active","5"
"428","Evanston","41.30444444444444","-110.73583333333333","6925","Sample is taken south of Interstate 80 at Exit 18","BLM - Bureau of Land Management","W","2008-07-17T05:00Z","Rocky Mountain","Wyoming High Desert District","Wyoming","Active","5"
"430","FAD ES1","36.271388888888886","-107.565","7385","","BLM - Bureau of Land Management","S","2010-06-14T05:00Z","Southwest","BLM - Farmington District","New Mexico","Active","5"
"431","FAD HC1","36.861111111111114","-107.88694444444445","6155","","BLM - Bureau of Land Management","N","2010-06-14T05:00Z","Southwest","BLM - Farmington District","New Mexico","Active","17"
"432","FAD JC1","36.986111111111114","-107.3025","7423","","BLM - Bureau of Land Management","SW","2010-06-14T05:00Z","Southwest","BLM - Farmington District","New Mexico","Active","10"
"433","FAD RO1","36.85138888888889","-107.41333333333334","6534","","BLM - Bureau of Land Management","NW","2010-06-14T05:00Z","Southwest","BLM - Farmington District","New Mexico","Active","10"
"434","FAD Rosa","36.80972222222222","-107.47638888888889","6650","","BLM - Bureau of Land Management","W","2007-04-23T05:00Z","Southwest","BLM - Farmington District","New Mexico","Active","5"
"436","Fall Creek","44.61388888888889","-116.32138888888889","4700","Average vegitation height - 80
Percent dead - 30%
Continuity of layer - Patchy
Percent cover - PP(25), DF(25), GF(","USFS - US Forest Service","W","2012-07-18T05:00Z","Great Basin","Payette NF","Idaho","Active","10"
"439","Farview","37.54388888888889","-112.25888888888889","8802","","NPS - National Park Service","SW","2007-07-12T05:00Z","Great Basin","Southern Utah NPS","Utah","Active","10"
"2200","Midpines","37.5666","-119.925","3058","Aspect: SW  Slope 50%; mixing old growth and new growth beginning 2025","USFS - US Forest Service","null","2020-07-22T07:00Z","Southern California","CAL FIRE Madera-Mariposa-Merced Unit","California","Active","null"
"2267","Carterville","39.6283","-106.6464","7740","","OTHR - Other","null","2025-05-04T06:00Z","Rocky Mountain","Eagle Valley Wildland","Colorado","Active","null"
"2268","Mathers","33.4769","-103.8236","4156","","BLM - Bureau of Land Management","null","2015-05-05T06:00Z","Southwest","BLM - Pecos District","New Mexico","Active","null"
"445","Firefighters Memorial","40.888333333333335","-109.45194444444445","6758","","USFS - US Forest Service","N","2009-05-29T05:00Z","Great Basin","Ashley NF","Utah","Active","3"
"447","Firehole Cheat","41.367222222222225","-109.32083333333333","6855","1.39 tons acre as of 8-6-2009","BLM - Bureau of Land Management","W","2009-08-11T05:00Z","Rocky Mountain","Wyoming High Desert District","Wyoming","Active","15"
"446","Firehole","41.367222222222225","-109.32083333333333","6855","Sample is taken off south of County Road 33, approximately 2 miles from Hwy 191.","BLM - Bureau of Land Management","W","2008-07-15T05:00Z","Rocky Mountain","Wyoming High Desert District","Wyoming","Active","5"
"450","Fishhawk Trailhead","44.455000000000005","-109.835","6470","","USFS - US Forest Service","S","2016-12-01T06:00Z","Rocky Mountain","Shoshone NF","Wyoming","Active","5"
"451","Flagg Ranch","44.11","-110.68472222222222","6850","","NPS - National Park Service","","2006-01-01T06:00Z","Great Basin","Grand Teton NP","Wyoming","Active","0"
"452","Flaggstaff Road","43.80722222222222","-110.18555555555555","8581","","USFS - US Forest Service","NE","2010-07-01T05:00Z","Great Basin","Bridger-Teton NF","Wyoming","Active","0"
"453","Flat Top","39.336111111111116","-110.60141666666667","6142","","BLM - Bureau of Land Management","SW","2007-08-02T05:00Z","Great Basin","Moab Field Office","Utah","Active","5"
"459","Foolhen","45.025","-115.93305555555555","6550","Site established 6-11-2013","USFS - US Forest Service","SW","2013-06-14T05:00Z","Great Basin","Payette NF","Idaho","Active","20"
"461","Foothills South","48.89833333333333","-114.89972222222222","4063","","USFS - US Forest Service","S","2021-03-05T06:00Z","Northern Rockies","Kootenai National Forest","Montana","Active","15"
"478","Game Creek","43.57777777777778","-111.06","6585","Live fuel moisture data will be collected every two weeks.","BLM - Bureau of Land Management","N","2008-06-25T05:00Z","Great Basin","Idaho Falls District","Idaho","Active","55"
"481","GCP DevArea","36.21555555555556","-112.06055555555555","8333","","NPS - National Park Service","","2014-08-11T05:00Z","Southwest","USFS - Kaibab NF - North Rim","Arizona","Active","0"
"482","GCP LJ-3 PIED","36.04472222222222","-112.09416666666667","7137","","NPS - National Park Service","NE","2014-03-14T05:00Z","Southwest","NPS - Grand Canyon","Arizona","Active","2"
"483","GCP LJ-3 PIPO","36.03472222222222","-112.08583333333333","7130","","NPS - National Park Service","NE","2014-03-14T05:00Z","Southwest","NPS - Grand Canyon","Arizona","Active","2"
"484","GCP Shoeshone PIED","36.04","-112.06166666666667","7281","","NPS - National Park Service","NE","2014-03-14T05:00Z","Southwest","NPS - Grand Canyon","Arizona","Active","2"
"485","GCP Shoeshone PIPO","36.036944444444444","-112.06194444444444","7263","","NPS - National Park Service","NE","2014-03-14T05:00Z","Southwest","NPS - Grand Canyon","Arizona","Active","2"
"486","GCP Tipover","36.35194444444445","-112.2325","8360","","NPS - National Park Service","NW","2014-08-11T05:00Z","Southwest","USFS - Kaibab NF - North Rim","Arizona","Active","10"
"487","GCP Tower","36.33583333333333","-112.115","8860","","NPS - National Park Service","W","2014-08-11T05:00Z","Southwest","USFS - Kaibab NF - North Rim","Arizona","Active","10"
"488","GCP Walhalla","36.23083333333334","-111.98083333333334","8556","","NPS - National Park Service","S","2014-08-11T05:00Z","Southwest","USFS - Kaibab NF - North Rim","Arizona","Active","10"
"490","Geyser Pass","38.48361111111111","-109.31611111111111","0","","USFS - US Forest Service","","2006-01-01T06:00Z","Great Basin","Manti-La Sal NF","Utah","Inactive","0"
"2269","Transwestern Rd 1","34.0481","-105.334","5655","","BLM - Bureau of Land Management","null","2015-05-05T06:00Z","Southwest","BLM - Pecos District","New Mexico","Active","null"
"674","Kyle","36.25527777777778","-115.61","7435","TOF5","USFS - US Forest Service","E","2009-09-26T05:00Z","Great Basin","Nevada","Nevada","Active","0"
"762","McGrath","62.88861111111111","-155.54694444444445","400","Nearest RAWS is PAMC McGrath, not a NFDRS station.","OTHR - Other","","2013-05-31T05:00Z","Alaska","AK Interagency","Alaska","Active","0"
"493","GID Guthrie Peak","32.89083333333333","-109.32527777777777","6335","","BLM - Bureau of Land Management","S","2012-01-20T06:00Z","Southwest","BLM - Gila District","Arizona","Active","25"
"494","GID Mule Mountain","31.478888888888886","-109.96166666666667","6870","","BLM - Bureau of Land Management","SW","2012-03-09T06:00Z","Southwest","BLM - Gila District","Arizona","Active","34"
"498","GNF Aspen Mtn","33.734722222222224","-108.95083333333334","8323","","USFS - US Forest Service","N","2013-05-17T05:00Z","Southwest","USFS - Gila NF","New Mexico","Active","5"
"499","GNF Eagle Peak","33.691111111111105","-108.57472222222222","8900","","USFS - US Forest Service","N","2017-04-18T05:00Z","Southwest","USFS - Gila NF","New Mexico","Active","50"
"501","GNF Jenkins Creek","33.95777777777778","-109.01916666666666","8750","","USFS - US Forest Service","N","2014-09-29T05:00Z","Southwest","USFS - Gila NF","New Mexico","Active","5"
"502","GNF Lincoln Canyon","32.995","-108.06694444444445","6450","","USFS - US Forest Service","SW","2011-02-11T06:00Z","Southwest","USFS - Gila NF","New Mexico","Active","5"
"503","GNF Slaughter","34.06055555555555","-108.44500000000001","8748","","USFS - US Forest Service","W","2015-05-15T05:00Z","Southwest","USFS - Gila NF","New Mexico","Active","5"
"505","Gold Creek Fire","47.073055555555555","-113.76388888888889","5800","","USFS - US Forest Service","","2013-07-30T05:00Z","Northern Rockies","Lolo National Forest","Montana","Active","0"
"508","Goose Creek","42.215","-113.96444444444445","5100","6-29-2011 2011 fine fuel loading Annual - 2.1 tons per acre and Perenial - 1.5 tons per acre","BLM - Bureau of Land Management","S","2006-01-01T06:00Z","Great Basin","Twin Falls District","Idaho","Active","0"
"511","Gore Pass","40.075833333333335","-106.5611111111111","9546","Top of Gore Pass. Spruce, Fir, Lodgepole and 1000hr.  Sage is collected off FSR 212","USFS - US Forest Service","SW","2012-06-17T05:00Z","Rocky Mountain","Medicine Bow-Routt NF","Colorado","Active","10"
"512","Gould","40.51027777777778","-106.02472222222222","9000","","USFS - US Forest Service","S","2012-06-22T05:00Z","Rocky Mountain","Medicine Bow-Routt NF","Colorado","Active","10"
"514","Grass Creek","43.89361111111111","-108.85555555555555","7100","","BLM - Bureau of Land Management","N","2008-07-10T05:00Z","Rocky Mountain","Wind River-Bighorn Basin District","Wyoming","Active","26"
"515","Grass Mesa","39.453611111111115","-107.78472222222221","7350","","N/A","NE","2009-06-22T05:00Z","Rocky Mountain","Glenwood Springs Field Office","Colorado","Active","10"
"518","Grassy Mountain","46.32694444444445","-111.09194444444444","6456","TOWNSEND RD","USFS - US Forest Service","E","2012-01-24T06:00Z","Northern Rockies","Helena - Lewis and Clark National Forest","Montana","Inactive","0"
"520","Grebe","44.711666666666666","-110.55749999999999","8163","Live fuels are a combination of old and new growth.","NPS - National Park Service","S","2010-07-02T05:00Z","Northern Rockies","Yellowstone National Park","Wyoming","Active","5"
"521","Green Canyon","41.770833333333336","-111.78111111111112","5165","","USFS - US Forest Service","NW","2016-06-29T05:00Z","Great Basin","Wasatch-Cache NF","Utah","Active","10"
"525","Gulf Pond","40.44","-110.2275","6880","","BIA - Bureau of Indian Affairs","SE","2009-06-16T05:00Z","Great Basin","Uintah Ouray - BIA","Utah","Active","10"
"526","Greenville Bench","38.339444444444446","-112.80527777777777","6300","","BLM - Bureau of Land Management","N","2007-06-12T05:00Z","Great Basin","Cedar City Field Office","Utah","Active","4"
"2270","Fort Stanton West","33.4569","-105.571","6911","","BLM - Bureau of Land Management","null","2015-05-05T06:00Z","Southwest","BLM - Pecos District","New Mexico","Active","null"
"816","Mt. Baldy Village","34.2338","-117.6639","4279","Site is just east of the MT Baldy Rest stop","USFS - US Forest Service","E","2010-12-16T06:00Z","Southern California","Angeles NF","California","Active","50"
"726","Los Alamos","34.70138888888889","-118.81861111111111","3090","","USFS - US Forest Service","S","2012-05-24T05:00Z","Southern California","Los Padres NF","California","Active","35"
"764","McKenzie Ridge","36.751666666666665","-119.04944444444445","5500","","USFS - US Forest Service","SW","2023-07-21T05:00Z","Southern California","Sequoia NF","California","Active","30"
"527","Hahns Peak","40.83583333333333","-106.98194444444445","8165","","USFS - US Forest Service","SW","2012-06-22T05:00Z","Rocky Mountain","Medicine Bow-Routt NF","Colorado","Active","10"
"528","Half Moon","42.91305555555555","-109.74555555555555","8419","","USFS - US Forest Service","","2013-06-24T05:00Z","Great Basin","Bridger-Teton NF","Wyoming","Active","0"
"529","Hall Creek","46.316944444444445","-111.77111111111111","6000","TOWNSEND RD - Elkhorn is the nearest RAWs station.","USFS - US Forest Service","SE","2009-02-11T06:00Z","Northern Rockies","Helena - Lewis and Clark National Forest","Montana","Inactive","15"
"531","Hammett","42.967222222222226","-115.45694444444445","2706","","BLM - Bureau of Land Management","S","2006-01-01T06:00Z","Great Basin","Boise FO","Idaho","Active","0"
"533","Hams #1","42.21472222222223","-110.73","7910","","USFS - US Forest Service","SW","2014-07-28T05:00Z","Great Basin","Bridger-Teton NF","Wyoming","Active","5"
"534","Hams #2","42.25611111111111","-110.74361111111111","8346","","USFS - US Forest Service","N","2014-07-28T05:00Z","Great Basin","Bridger-Teton NF","Wyoming","Active","10"
"535","Hanna Springs","37.27972222222222","-108.75416666666666","8499","","S&PF - State and Private Forestry","W","2011-06-16T05:00Z","Rocky Mountain","Ute Mountain Ute Agency","Colorado","Active","10"
"538","Harbison Meadow","40.26722222222222","-105.83166666666666","8728","Sample site located at Kawuneeche Visitors Center.","USFS - US Forest Service","SW","2008-07-16T05:00Z","Rocky Mountain","Arapaho and Roosevelt NF","Colorado","Active","5"
"540","Hardscrabble","39.58388888888889","-106.78666666666666","7866","","BLM - Bureau of Land Management","N","2009-06-30T05:00Z","Rocky Mountain","Glenwood Springs Field Office","Colorado","Active","0"
"542","Hart Ranch West","43.93944444444444","-103.27416666666666","4200","","OTHR - Other","S","2020-05-07T05:00Z","Rocky Mountain","State Of South Dakota","South Dakota","Active","5"
"547","Hayes Creek","46.81583333333333","-114.11472222222221","3660","","USFS - US Forest Service","NE","2013-06-28T05:00Z","Northern Rockies","Lolo National Forest","Montana","Active","0"
"552","Hearst-Lead","44.34916666666667","-103.79583333333333","5706","","S&PF - State and Private Forestry","SW","2019-09-19T05:00Z","Rocky Mountain","State Of South Dakota","South Dakota","Active","40"
"554","Henry Mountains","38.04555555555555","-110.825","8294","","BLM - Bureau of Land Management","SW","2011-12-08T06:00Z","Great Basin","Richfield Field Office","Utah","Active","0"
"556","Hensley","48.84055555555556","-115.71638888888889","3500","","USFS - US Forest Service","S","2020-08-04T05:00Z","Northern Rockies","Kootenai National Forest","Montana","Active","0"
"557","Hidden Lakes TH","45.2825","-111.15222222222222","8250","Upper Portal Creek Drainage at Hidden Lakes Trail Head.  Yellow Mule Raws across gallatin river to the south west approx 10 miles same elevation. Fuels are generally a G to the east and south of the trail head.  The area to the west and north has been harvested and is a mixture of G and H","USFS - US Forest Service","N","2019-09-05T05:00Z","Northern Rockies","Custer - Gallatin National Forest","Montana","Active","10"
"558","High Park","38.669444444444444","-105.35472222222222","8200","","BLM - Bureau of Land Management","","2017-06-06T05:00Z","Rocky Mountain","Canon City Field Office","Colorado","Active","0"
"2271","Cedar Hill 1","33.6505","-104.95","4594","","BLM - Bureau of Land Management","null","2015-05-05T06:00Z","Southwest","BLM - Pecos District","New Mexico","Active","null"
"2395","LNF Capitan-Read Mesa","33.6305","-105.573","6860","","USFS - US Forest Service","null","2023-04-11T06:00Z","Southwest","USFS - Lincoln NF","New Mexico","Active","null"
"559","Hiland Range","43.15138888888889","-107.4563888888889","5960","Total herbaceous production sampled July, 2009 estimated at 0.27 tons per acre.","BLM - Bureau of Land Management","","2009-07-29T05:00Z","Rocky Mountain","Wyoming High Plains District","Wyoming","Inactive","0"
"576","Hoback","43.22027777777778","-110.42305555555556","6726","","USFS - US Forest Service","E","2015-07-07T05:00Z","Great Basin","Bridger-Teton NF","Wyoming","Active","20"
"577","Hobble Creek","40.155","-111.54055555555556","4941","","USFS - US Forest Service","S","2006-01-01T06:00Z","Great Basin","Uinta NF","Utah","Active","0"
"600","ID-STF Bostetter","42.16416666666667","-114.19277777777778","7574","Weather can be obtained from the Bostetter Snotel site.



Fuels data taken with Browns transect","USFS - US Forest Service","","2011-06-30T05:00Z","Great Basin","Sawtooth South","Idaho","Active","4"
"585","Hoodle Creek","38.051944444444445","-112.17361111111111","10000","","S&PF - State and Private Forestry","N","2014-06-19T05:00Z","Great Basin","Dixie NF","Utah","Active","15"
"586","Horestheif","46.431666666666665","-108.67972222222222","3414","","BLM - Bureau of Land Management","S","2020-04-03T05:00Z","Northern Rockies","Billings BLM Dispatch","Montana","Active","0"
"589","Horse Ridge","39.93388888888889","-110.86198055555555","8526","","USFS - US Forest Service","","2007-08-30T05:00Z","Great Basin","Ashley NF","Utah","Active","0"
"590","Horse Valley","38.130833333333335","-112.26916666666666","6900","","BLM - Bureau of Land Management","","2006-01-01T06:00Z","Great Basin","Cedar City Field Office","Utah","Active","0"
"592","Humbug","45.53111111111111","-114.02638888888889","4850","","USFS - US Forest Service","","2015-07-10T05:00Z","Great Basin","Salmon-Challis NF","Idaho","Active","0"
"593","Hummingbird","48.538888888888884","-115.84027777777777","5500","","USFS - US Forest Service","S","2020-08-04T05:00Z","Northern Rockies","Kootenai National Forest","Montana","Active","0"
"595","Huntsman","38.33166666666667","-107.08972222222222","9400","","BLM - Bureau of Land Management","S","2008-07-28T05:00Z","Rocky Mountain","Gunnison Field Office","Colorado","Active","0"
"598","Hyatt High","44.301111111111105","-107.50694444444444","5720","","BLM - Bureau of Land Management","SW","2008-07-10T05:00Z","Rocky Mountain","Wind River-Bighorn Basin District","Wyoming","Active","26"
"599","ID-STF Abbot Bridge","43.605555555555554","-115.22277777777778","4586","sage brush is mountain sage","USFS - US Forest Service","N","2015-06-09T05:00Z","Great Basin","Sawtooth North","Idaho","Active","5"
